ComDesk,株式会社Widsley　（Widsley INC.）,IT/通信/インターネット系,東京都渋谷区渋谷３－２７－１５坂上ビル４Ｆ,"8,000,000円",高橋　弘考,11～30人,,2013年8月,[]
ビズリンククラウドCTI,エヌ・ティ・ティ・ビズリンク株式会社,IT/通信/インターネット系,東京都文京区小石川1-4-1　住友不動産後楽園ビル,24.5億円（資本金：1億円）,大井　貴,201～300人,,2011年7月,['ビズリンクチャット応対ソリューション']
クラコールPBX,株式会社三通テレコムサービス,IT/通信/インターネット系,東京都東京都豊島区南大塚2-37-5 MSB-21 南大塚ビル10F,,庄 逸杰,11～30人,https://telecoms.sanntsu.com/,2014年1月,[]
Zendesk,株式会社Zendesk,IT/通信/インターネット系,東京都中央区京橋２丁目２番１号京橋エドグラン,,,1000人以上,https://www.zendesk.co.jp/,,['Zendesk']
Salesforce Service Cloud,株式会社セールスフォース・ドットコム,IT/通信/インターネット系,東京都千代田区丸の内2-7-2　JPタワー12F,4億円,代表取締役会長 兼 CEO　小出 伸一,1000人以上,https://www.salesforce.com/jp/,2000年4月,"['Salesforce Sales Cloud', 'Salesforce Marketing Cloud', 'Pardot', 'Salesforce Service Cloud', 'Salesforce Platform', 'Salesforce Essentials', 'Quip', 'Heroku', 'Experience Cloud', 'セールスフォース・ドットコム', '【BOXILEXPO】セールスフォース・ドットコム_Pardot']"
Twilio,,,,,,,,,
CallConnect,合同会社selfree,IT/通信/インターネット系,東京都新宿区新宿4-3-17 6F,,小俣隼人,2～10人,http://www.selfree.co.jp/,2014年7月,[]
MiiTel,株式会社ＲｅｖＣｏｍｍ,IT/通信/インターネット系,東京都渋谷区渋谷２－６－１１花門ビル３階,971百万円（資本準備金含む）,会田武史,31～50人,,2017年7月,[]
BlueBean,株式会社ソフツー,IT/通信/インターネット系,東京都中央区東日本橋1-1-7 野村不動産東日本橋ビル5F,2000万円,鍾 勝雄,11～30人,https://www.softsu.co.jp,2008年7月,[]
ftel,コムソル株式会社,IT/通信/インターネット系,東京都渋谷区恵比寿南1-13-5　恵比寿ハイツ1F,995万,朝田　篤,31～50人,https://www.comradesol.com/,2014年11月,['セキュリティソフトLOOOC']
FastCloud,,,,,,,,,
アポ放題,モズエンタープライズ株式会社,IT/通信/インターネット系,東京都新宿区西新宿3-17-7 10階,"10,000,000円",松本　豊季,11～30人,,2008年12月,[]
InfiniTalk,ジェイエムエス・ユナイテッド株式会社,IT/通信/インターネット系,東京都千代田区飯田橋1丁目6番7号 九段NIビル3階,1億円,石田 国広,501～1000人,https://www.jms-united.co.jp/,1994年6月,[]
MEDIA-CTI,株式会社メディアシステム,IT/通信/インターネット系,福岡県福岡市博多区博多駅前２－１２－３　HAKATAエフビル7F,1800万円,石井　光弘,11～30人,,1997年8月,[]
V-SQUARE,メディアマート株式会社,IT/通信/インターネット系,東京都千代田区九段北1-13-5　ヒューリック九段ビル8F,,多田　慶太,101～200人,,1998年1月,['CloudSmartGate']
Flat-Phone,FlatAPI合同会社,IT/通信/インターネット系,東京都江戸川区平井7-1-32-103,,杉山　知力,2～10人,http://www.flatapi.com/,2012年1月,[]
Cloud Call,,,,,,,,,
Ever Call,,,,,,,,,
自由放題ビジネスフォン,,,,,,,,,
iスマートBiz,,,,,,,,,
TELE-ALL-LINE,,,,,,,,,
Cyber Phone,,,,,,,,,
Basix,,,,,,,,,
CTBASE／ConnectCloud,,,,,,,,,
KDDI 仮想PBXサービス,,,,,,,,,
NETFORWARD クラウドPBXサービス,,,,,,,,,
リコービジネスインターネットサービス クラウドPBX,,,,,,,,,
N-CALL＆N-LINE,NSSホールディングス株式会社,IT/通信/インターネット系,愛知県名古屋市中区丸の内3丁目20番22号　桜通大津KTビル,"5,000万円（グループ合計 6,200万円）",米田　泰三,101～200人,,2007年1月,[]
楽テル,株式会社ラクス,IT/通信/インターネット系,東京都渋谷区千駄ヶ谷5-27-11 アグリスクエア新宿,"3億7,837万8千円",中村 崇則,1000人以上,,2000年11月,[]
COLLABOS PHONE,株式会社コラボス,IT/通信/インターネット系,東京都墨田区押上1-1-2,,茂木貴雄,51～100人,,2001年10月,"['Challbo', 'CollasQ']"
OSORA,株式会社Scene Live,IT/通信/インターネット系,大阪府大阪市中央区備後町3丁目4-1備後町山口玄ビル9F,1300万円,代表取締役　磯村　亮典,51～100人,https://scene-live.com/,2011年4月,['List Navigator.']
楽天コネクト Speed,楽天コミュニケーションズ株式会社,IT/通信/インターネット系,東京都世田谷区玉川一丁目１４番１号楽天クリムゾンハウス,,代表取締役会長 CEO　平井 康文｜ 代表取締役社長 COO　金子 昌義,101～200人,,2000年3月,[]
LINE AiCall,LINE株式会社,IT/通信/インターネット系,東京都新宿区四谷一丁目6番1号 四谷タワー23階,"96,737百万円",出澤 剛,1000人以上,,2000年9月,"['CLOVA Chatbot', 'CLOVA OCR', 'LINE eKYC']"
Third AIコンタクトセンターソリューション,JTP株式会社,IT/通信/インターネット系,東京都品川区北品川4-7-35御殿山トラストタワー,"795,475,000円",森 豊,301～500人,,1987年10月,[]
Basix,株式会社デジタルスフィア,IT/通信/インターネット系,東京都千代田区神田須田町一丁目２８番地フォーラス神田５階,"2,200万円",宮野　浩一,11～30人,,2005年5月,"['Qlik Sense', 'デジタルスフィア Assembly ERP', 'デジタルスフィアA‐R‐S', 'AuthPoint', 'Basix']"
Helpfeel,Nota株式会社,IT/通信/インターネット系,京都府京都市上京区御所八幡町１１０－１６かわもとビル５階,3億3851万312円,洛西 一周,31～50人,https://notainc.com/ja/company,,['Helpfeel']
Salesforce Service Cloud,株式会社セールスフォース・ドットコム,IT/通信/インターネット系,東京都千代田区丸の内2-7-2　JPタワー12F,4億円,代表取締役会長 兼 CEO　小出 伸一,1000人以上,https://www.salesforce.com/jp/,2000年4月,"['Salesforce Sales Cloud', 'Salesforce Marketing Cloud', 'Pardot', 'Salesforce Platform', 'Salesforce Essentials', 'Quip', 'Heroku', 'Experience Cloud', 'セールスフォース・ドットコム', '【BOXILEXPO】セールスフォース・ドットコム_Pardot']"
Dialpad,Dialpad Japan 株式会社,IT/通信/インターネット系,東京都千代田区丸の内1-6-5 丸の内北口ビルディング9F WeWork丸の内北口,,安達 天資,31～50人,,2016年4月,[]
Sales Crowd,株式会社アイドマ・ホールディングス,コンサルティング・専門サービス,東京都豊島区池袋2-6-1,1000万円,三浦　陽平,31～50人,,2008年12月,[]
BALES CLOUD,スマートキャンプ株式会社,IT/通信/インターネット系,東京都港区三田3-13-16 三田43MTビル13階,"100,000,000円",古橋 智史,101～200人,https://smartcamp.co.jp/,2014年6月,"['BOXIL', 'BALES', 'Zoom', 'BOXIL Ads', 'BALES CLOUD', 'インサイドセールス業界レポート2019 by スマートキャンプ', 'BOXIL BIZ DEEP', 'バックオフィス「ペーパーレス化」完全ガイド by BOXIL SaaS', 'Lead Brizzy', 'SaaS業界レポート2020', 'インサイドセールス業界レポート2020 by スマートキャンプ', 'Google Workspace', 'ERPポジショニングマップ by BOXIL SaaS', 'BALES CLOUD', 'SaaS業界レポート2021速報版']"
FUSION Outboud PRO,,,,,,,,,
DISH,,,,,,,,,
SakuraOutbound,株式会社アースリンク,IT/通信/インターネット系,東京都多摩市永山１－５べルフﾞ永山５階,"1,586万円",宮下 慶太,31～50人,,1997年6月,['アースリンクのインサイドセールス代行']
シンカCTI,,,,,,,,,
TIS CTI Cloud,,,,,,,,,
Call Hacker,,,,,,,,,
GoodLine,,,,,,,,,
Cloco クラウドPBX,,,,,,,,,
Callbility,,,,,,,,,
シクミネット,しゅくみねっと株式会社,IT/通信/インターネット系,東京都渋谷区桜丘町10-13　野元第一ビル2F・3F,8400万円,祝嶺　光彦,11～30人,https://shukuminet.com/,1999年6月,[]
MarkONEシリーズ,株式会社ネットウエルシステム,IT/通信/インターネット系,東京都新宿区西新宿1丁目26番2号新宿野村ビル35Ｆ,1500,富田秋実,2～10人,,2008年9月,"['緊急メール連絡板', 'File Transmission System', '継続確認Web']"
Nice!Members,ウェッジソフトウェア株式会社,IT/通信/インターネット系,神奈川県横浜市都筑区すみれが丘35-33,100万円,大野　知英,2～10人,,2013年5月,[]
STOERS 予約,ヘイ株式会社,IT/通信/インターネット系,東京都東京都渋谷区東3丁目16番3号　エフ・ニッセイ恵比寿ビル4階,,倉岡 寛 (Hiroshi Kuraoka),201～300人,,2013年10月,[]
Experience Cloud,株式会社セールスフォース・ドットコム,IT/通信/インターネット系,東京都千代田区丸の内2-7-2　JPタワー12F,4億円,代表取締役会長 兼 CEO　小出 伸一,1000人以上,https://www.salesforce.com/jp/,2000年4月,"['Salesforce Sales Cloud', 'Salesforce Marketing Cloud', 'Pardot', 'Salesforce Service Cloud', 'Salesforce Platform', 'Salesforce Essentials', 'Quip', 'Heroku', 'セールスフォース・ドットコム', '【BOXILEXPO】セールスフォース・ドットコム_Pardot']"
commmune,コミューン株式会社,IT/通信/インターネット系,東京都141-0031 東京都品川区西五反田５−２−４ レキシントン・プラザ西五反田5F,5.1億円 (資本準備金含む),高田優哉 (代表取締役CEO) 橋本翔太 (代表取締役COO),11～30人,https://commmune.jp/company/,2018年5月,[]
助太刀法人プラン,株式会社助太刀,IT/通信/インターネット系,東京都渋谷区南平台町２番１７号日交南平台ビル５階,9000万円,我妻陽一,31～50人,https://suke-dachi.jp/,2017年3月,"['助太刀法人プラン', '助太刀社員']"
イベントレジスト,イベントレジスト株式会社,IT/通信/インターネット系,東京都渋谷区千駄ヶ谷１－２１－６　千駄ヶ谷ファースト２階,,ヒラヤマコウスケ,11～30人,,2011年3月,[]
Event Cloud Mix,株式会社メジャース,IT/通信/インターネット系,東京都港区六本木6-10-1　六本木ヒルズ森タワー15F,2000万円,山本浩之,31～50人,,2007年8月,[]
Q-PASS,株式会社コプロシステム,IT/通信/インターネット系,東京都品川区東五反田１－６－３いちご東五反田ビル４Ｆ,,,101～200人,,,[]
イーべ！,株式会社フラッグシステム,IT/通信/インターネット系,福岡県福岡市中央区薬院3丁目16-27 ビジネス・ワン薬院ビル6F B-1,300,幡司　恭平,2～10人,https://www.flagsystem.co.jp,2010年9月,[]
KODOU,株式会社ビッグビート,マスコミ/広告/デザイン/ゲーム/エンターテイメント系,東京都千代田区紀尾井町 4-1 ニューオータニガーデンコート 22F,6000万円,濱口 豊,31～50人,https://www.bigbeat.co.jp/,1995年8月,[]
anybot,エボラニ株式会社,IT/通信/インターネット系,神奈川県横浜市港北区新横浜２丁目１２番地２明友ビル,,,31～50人,,,"['anybot', 'anybot', 'anybot', 'anybot', 'anybot', 'anybot']"
SurveyMonkey,,,,,,,,,
Questant,,,,,,,,,
CREATIVE SURVEY,クリエイティブサーベイ株式会社,IT/通信/インターネット系,東京都港区南青山2-2-8 DFビルディング9階,1億円,田口 亮,11～30人,https://jp.creativesurvey.com/,2014年7月,[]
100人アンケート,ホワットエバーパートナーズ株式会社,IT/通信/インターネット系,東京都千代田区三崎町2-12-7静山ビル4F,,渡沢農,2～10人,,2011年4月,['Webサイトパートナー']
プラスワンリサーチのWEBアンケート作成,プラスワンリサーチ株式会社,コンサルティング・専門サービス,東京都渋谷区恵比寿2-28-10shu2534（TEL03-4455-3095）,500万円,宍戸泰治,2～10人,,2012年9月,['プラスワンリサーチのアンケート入力＆集計']
Fastask,株式会社ジャストシステム,IT/通信/インターネット系,東京都新宿区西新宿6-8-1住友不動産新宿オークタワー18F,,,301～500人,,,['Sprint']
Anky,株式会社スプラシア,IT/通信/インターネット系,東京都中央区築地1-13-14,"9,975万円",中島　優太,11～30人,https://www.sprasia.co.jp/,2007年8月,"['CM STUDIO', 'EXPOLINE']"
MOMONGAアンケート,,,,,,,,,
秒速リサーチ,株式会社リサーチ・アンド・イノベーション,IT/通信/インターネット系,東京都港区赤坂3-11-3 赤坂中川ビル5F,4億6515万6100円,中岡 邦伸,31～50人,,2011年4月,['バーコードプロモーション']
DIP Survey,有限会社ディアイピィ,IT/通信/インターネット系,東京都,,,2～10人,,,[]
Sprint,株式会社ジャストシステム,IT/通信/インターネット系,東京都新宿区西新宿6-8-1住友不動産新宿オークタワー18F,,,301～500人,,,['Fastask']
クライゼル,トライコーン株式会社,IT/通信/インターネット系,東京都新宿区西新宿8-17-1,9000万円,福原 雄亮,51～100人,,1997年2月,[]
Zoho Survey,ゾーホージャパン株式会社,IT/通信/インターネット系,神奈川県横浜市西区みなとみらい三丁目6番1号,"9,000万円 （シンガポールZoho Corporation Pte. Ltd 100%）",Manikandan Thangaraj,1000人以上,,2001年9月,"['Zoho CRM', 'Zoho Desk', 'Zoho Campaigns', 'Zoho SalesIQ', 'Zoho Social', 'Zoho Projects', 'Zoho Analytics', 'Zoho Writer', 'Zoho Wiki', 'Zoho Forms', 'Zoho Invoice', 'Zoho Books', 'Zoho Assist', 'Zoho Creator']"
Zoho Forms,ゾーホージャパン株式会社,IT/通信/インターネット系,神奈川県横浜市西区みなとみらい三丁目6番1号,"9,000万円 （シンガポールZoho Corporation Pte. Ltd 100%）",Manikandan Thangaraj,1000人以上,,2001年9月,"['Zoho CRM', 'Zoho Desk', 'Zoho Campaigns', 'Zoho SalesIQ', 'Zoho Social', 'Zoho Projects', 'Zoho Survey', 'Zoho Analytics', 'Zoho Writer', 'Zoho Wiki', 'Zoho Invoice', 'Zoho Books', 'Zoho Assist', 'Zoho Creator']"
Freeasy,アイブリッジ株式会社,IT/通信/インターネット系,東京都東京都品川区東大井5－26－22 X’s BLDG（エクシズビル）,"3,046万5,610円",荒川 和也,31～50人,,1999年8月,[]
WEBCAS formulator,株式会社WOW WORLD,IT/通信/インターネット系,東京都品川区西五反田7-20-9　KDX西五反田ビル4階,"3億2,242万円",美濃 和男,51～100人,https://www.wow-world.co.jp/,1995年4月,"['WEBCAS e-mail', 'WEBCAS mailcenter', 'WEBCAS SMS']"
CVリフト,株式会社ショーケース,IT/通信/インターネット系,東京都東京都港区六本木1-9-9 六本木ファーストビル 14F,"337,450千円",永田 豊志,51～100人,,1996年2月,"['Form Assist', 'ProTech ID Checker', '【BOXILEXPO】株式会社ショーケース_フォームアシスト', 'おまかせアナリスト']"
Synergy!,シナジーマーケティング株式会社,IT/通信/インターネット系,大阪府大阪市北区堂島1-6-20 堂島アバンザ21階,,代表取締役社長　田代 正雄,201～300人,https://www.synergy-marketing.co.jp/,,"['Synergy!', 'Synergy!']"
Zendesk,株式会社Zendesk,IT/通信/インターネット系,東京都中央区京橋２丁目２番１号京橋エドグラン,,,1000人以上,https://www.zendesk.co.jp/,,['Zendesk']
KotaMi,新日本コンピュータマネジメント株式会社,IT/通信/インターネット系,東京都新宿区市谷本村町1-1 住友市ヶ谷ビル14階,"9,980万円",神保　敦,301～500人,https://www.scm-net.co.jp/,1975年2月,['STAFee']
HiTTO,HiTTO株式会社,IT/通信/インターネット系,東京都千代田区神田錦町2-2-1 11F,"1億9,465万円",五十嵐 智博 木村 彰人,11～30人,https://www.hitto.co.jp/,2006年3月,[]
AI-FAQボット,株式会社 L is B（エルイズビー）,IT/通信/インターネット系,東京都東京都千代田区岩本町3-11-11プルータスビル2F,1億円,横井太輔,31～50人,https://l-is-b.com/ja/,2010年9月,['direct']
sAI Search,株式会社サイシード,IT/通信/インターネット系,東京都東京都新宿区西新宿7-5-25 西新宿プライムスクエア15F,8000万円,中村陽二,31～50人,,2015年4月,[]
Freshdesk Support Desk,ＯｒａｎｇｅＯｎｅ株式会社,IT/通信/インターネット系,東京都千代田区富士見１－２－２７秀和九段富士見町ビル４Ｆ,1億3760万円,春日原森,31～50人,,2006年11月,"['Freshdesk Messaging', 'Freshservice', 'Workday Adaptive Planning', 'Freshdesk Support Desk', 'Freshsales Suite', 'monday.com', 'monday.com', 'monday.com', 'monday.com', 'monday.com', 'monday.com']"
アイキュー,木村情報技術株式会社,IT/通信/インターネット系,東京都東京都中央区日本橋小網町10-2 丸国ビル6F,5000万円,木村隆夫,301～500人,https://www.k-idea.jp,2005年7月,"['Chat Meet', 'BizLive']"
LINC Biz bot,株式会社AIoTクラウド,IT/通信/インターネット系,東京都江東区豊洲5-6-15 NBF豊洲ガーデンフロント8F,,赤羽良介,201～300人,,2019年8月,['LINC Biz']
AI Messenger,株式会社ＡＩ　Ｓｈｉｆｔ,IT/通信/インターネット系,東京都渋谷区渋谷２丁目２４番１２号,,,11～30人,,,['AI Messenger']
Chatbot・検索システムサービス,株式会社システナ,IT/通信/インターネット系,東京都港区海岸1丁目2番20号　汐留ビルディング 14F,"15億1,375万円（2020年4月1日現在）",三浦　賢治,1000人以上,,1983年3月,"['リモートサポートサービス', 'システナ トレーニングサービス', 'Teams導入・活用支援サービス']"
CollasQ,株式会社コラボス,IT/通信/インターネット系,東京都墨田区押上1-1-2,,茂木貴雄,51～100人,,2001年10月,"['COLLABOS PHONE', 'Challbo']"
Office 365 QA自動応答サービス（CoCobox）,株式会社システナ,IT/通信/インターネット系,東京都港区海岸1丁目2番20号　汐留ビルディング 14F,"15億1,375万円（2020年4月1日現在）",三浦　賢治,1000人以上,,1983年3月,"['標的型攻撃メール訓練', 'フィッシング・BEC訓練', 'Click-Learn', '在宅ワーク時・セキュリティ意識向上eラーニング', 'Zoom徹底活用トレーニング', 'クラウド特化型RPA導入サポート', '新ビジネス導入支援', 'チャットツール利用ヘルプデスクサポート', '自動化導入支援サービス（RPA・マクロ）', 'Azure AD 導入支援サービス', 'オンラインイベント～運営サポートサービス～', 'GIGAスクール構想サポート', 'Microsoft Teams・SharePoint管理者向け導入サポート', 'Power Automate導入・活用支援サービス']"
OfficeBot,ネオス株式会社,IT/通信/インターネット系,東京都千代田区神田須田町1丁目23住友不動産神田ビル2号館10F,"100,000千円",池田　昌史,101～200人,https://www.neoscorp.jp/,,['OfficeBot']
Helpfeel,Nota株式会社,IT/通信/インターネット系,京都府京都市上京区御所八幡町１１０－１６かわもとビル５階,3億3851万312円,洛西 一周,31～50人,https://notainc.com/ja/company,,[]
Thumva BiZ,株式会社フェイス,IT/通信/インターネット系,東京都港区南青山6-10-12,"32億1,800万円",平澤　創,301～500人,https://www.faith.co.jp/,1992年8月,['Thumva BiZ']
Handbook,アステリア株式会社,IT/通信/インターネット系,東京都品川区大井１丁目４７番１号ＮＴヒﾞル１０Ｆ,227.5千万円,平野　洋一郎,101～200人,,1998年9月,"['Handbook', 'ASTERIA Warp', 'Platio']"
Adobe Marketo Engage,アドビ株式会社,IT/通信/インターネット系,東京都品川区大崎 1丁目11番2号　ゲートシティ大崎 イーストタワー,1億8千万円,神谷 知信,501～1000人,,1992年,"['Adobe Experience Manager', 'Adobe Experience Manager']"
Salesforce Marketing Cloud,株式会社セールスフォース・ドットコム,IT/通信/インターネット系,東京都千代田区丸の内2-7-2　JPタワー12F,4億円,代表取締役会長 兼 CEO　小出 伸一,1000人以上,https://www.salesforce.com/jp/,2000年4月,"['Salesforce Sales Cloud', 'Pardot', 'Salesforce Service Cloud', 'Salesforce Platform', 'Salesforce Essentials', 'Quip', 'Heroku', 'Experience Cloud', 'セールスフォース・ドットコム', '【BOXILEXPO】セールスフォース・ドットコム_Pardot']"
マーケティングオートメーション MAJIN,株式会社ジーニー,IT/通信/インターネット系,東京都新宿区西新宿６-８-１ 住友不動産新宿オークタワー６F,"1,541百万円",工藤 智昭,201～300人,,2010年4月,[]
b→dash,株式会社フロムスクラッチ,IT/通信/インターネット系,東京都新宿区西新宿7-20-1 住友不動産ビル17階,"100,000,000円",安部　泰洋,101～200人,,2010年4月,[]
Probance,株式会社ブレインパッド,IT/通信/インターネット系,東京都港区白金台３－２－１０白金台ビル,523百万円,草野 隆史,301～500人,https://www.brainpad.co.jp/,2004年3月,"['Brandwatch', 'Rtoaster']"
Campaign Studio（キャンペーンスタジオ）,アクイアジャパン合同会社,IT/通信/インターネット系,東京都渋谷区渋谷2-24-12 渋谷スクランブルスクエアWeWork 39F,,小坂慎吾,11～30人,https://www.acquia.com/jp,2018年12月,[]
うちでのこづち,,,,,,,,,
カスタマーリングス,株式会社プラスアルファ・コンサルティング,IT/通信/インターネット系,東京都【本社】港区浜松町1-18-16　住友浜松町ビル5F,,三室克哉,51～100人,,2006年12月,[]
pass for business,アパンドール株式会社,IT/通信/インターネット系,神奈川県横浜市中区北仲通３－３３,,三浦　光,2～10人,,,"['poinest', 'Apple wallet&Google Pay passクーポン発行サービス']"
Aimstar,スプリームシステム株式会社,IT/通信/インターネット系,東京都豊島区東池袋2-60-3グレイスロータリービル７F,,佐久間　卓哉,31～50人,https://www.supreme-system.com/,2000年4月,"['動線・動作分析\u3000Moptar', 'Webica']"
MIRAI,株式会社未来館,小売/流通/商社系,福岡県福岡市南区那の川１－６－１４,,,101～200人,,,['YUKO']
アクティブコア マーケティングクラウド,株式会社アクティブコア,IT/通信/インターネット系,神奈川県横浜市西区みなとみらい4-6-2,1000万円,羽柴　秀彦,11～30人,https://www.activecore.jp,2005年2月,[]
GEPPY,マインドフリー株式会社,IT/通信/インターネット系,大阪府大阪市中央区今橋2-5-8 トレードピア淀屋橋5F,"1,000,000円",レオン・メイ・ダニエル,51～100人,https://mindfree.jp/,2006年9月,[]
MOTENASU,株式会社FID,IT/通信/インターネット系,東京都新宿区西新宿3-2-26立花新宿ビル6F,3000万円,和田聖翔,31～50人,,2011年10月,['侍カート']
レコガゾウ,シルバーエッグ・テクノロジー株式会社,IT/通信/インターネット系,東京都千代田区永田町2-13-1 オカムラ赤坂ビル 7F,285百万円（2021年3月31日現在）,トーマス・フォーリー,51～100人,https://www.silveregg.co.jp/,1998年8月,['アイジェント・レコメンダー']
AutoLine,株式会社TimeTechnologies,IT/通信/インターネット系,東京都千代田区神田司町2-16 佐一第二ビル4Ｆ,980万円,波戸﨑 駿,11～30人,,2019年1月,[]
Metaps Analytics,株式会社メタップス,IT/通信/インターネット系,東京都港区三田１丁目４−１ 住友不動産麻布十番ビル3F,54億円,山﨑祐一郎,301～500人,https://metaps.com/ja/,2007年9月,"['Metaps Analytics', 'メタップスクラウド']"
HOSHITORI,オーリック・システムズ・ジャパン株式会社,IT/通信/インターネット系,東京都港区赤坂4-8-6　赤坂余湖ビル4F,"20,000,000円",幾留　浩一郎,11～30人,https://www.auriq.co.jp/,2018年11月,"['essentia', 'BIQQ EC KPI Monitor', 'RTmetrics', 'RTmetrics for People Analytics']"
MyASP（マイスピー）,株式会社ツールラボ,IT/通信/インターネット系,愛知県名古屋市中区丸の内2丁目15-12-2-703,1000万円,青島　大悟,11～30人,https://toollabo.jp/,2010年7月,[]
Cheetah Messaging,チーターデジタル株式会社,IT/通信/インターネット系,東京都港区虎ノ門４－１－１　　神谷町トラストタワー　２２Ｆ,,日本法人社長 兼 最高執行責任者　白井 崇顕,51～100人,https://www.cheetahdigital.com/jp,2019年11月,[]
Synergy!,シナジーマーケティング株式会社,IT/通信/インターネット系,大阪府大阪市北区堂島1-6-20 堂島アバンザ21階,,代表取締役社長　田代 正雄,201～300人,https://www.synergy-marketing.co.jp/,,"['Synergy!', 'Synergy!']"
Airレジ,,,,,,,,,
ユビレジ,株式会社ユビレジ,IT/通信/インターネット系,東京都渋谷区千駄ヶ谷3-59-4 クエスコート原宿,2億5651万円,木戸啓太,51～100人,,2009年9月,['FlickOrder']
はんじょうPOSレジ,株式会社スカイダイニング,メーカー/製造系,東京都文京区小日向4‐6‐19共立会館９F,,,31～50人,,,[]
スマレジ,株式会社 スマレジ,IT/通信/インターネット系,大阪府大阪市中央区本町4-2-12 野村不動産御堂筋本町ビル3F,"183,000,000円",山本 博士,101～200人,https://corp.smaregi.jp/,2005年5月,"['スマレジ・タイムカード', 'スマレジ・ウェイター', 'スマレジ', 'スマレジ']"
NECモバイルPOS,株式会社メガ,IT/通信/インターネット系,東京都渋谷区道玄坂1-12-1 渋谷マークシティウエスト14F,"9,000万",,301～500人,,1993年12月,[]
Orange Operation,株式会社エスキュービズム,IT/通信/インターネット系,東京都港区芝公園2-4-1　芝パークビルA館4F,"176,325,640円（資本準備金78,950,320円を含む）",薮崎 敬祐,101～200人,http://tech.s-cubism.jp/,2006年5月,[]
Reservia POS,株式会社クロスフィード,IT/通信/インターネット系,東京都新宿区新宿1-34-15　新宿エステートビル5F,3200,安東 秀喬,11～30人,,2005年10月,[]
POS+,ポスタス株式会社,IT/通信/インターネット系,東京都中央区築地5-4-18　汐留イーストサイドビル2･3F,,,1000人以上,,,['POS+ pay']
BCPOS,株式会社ビジコム,IT/通信/インターネット系,東京都文京区関口１－２０－１０住友不動産江戸川橋駅前ビル８Ｆ,7000万円,中馬　浩,101～200人,,1987年10月,[]
Zendesk,株式会社Zendesk,IT/通信/インターネット系,東京都中央区京橋２丁目２番１号京橋エドグラン,,,1000人以上,https://www.zendesk.co.jp/,,['Zendesk']
Salesforce Service Cloud,株式会社セールスフォース・ドットコム,IT/通信/インターネット系,東京都千代田区丸の内2-7-2　JPタワー12F,4億円,代表取締役会長 兼 CEO　小出 伸一,1000人以上,https://www.salesforce.com/jp/,2000年4月,"['Salesforce Sales Cloud', 'Salesforce Marketing Cloud', 'Pardot', 'Salesforce Service Cloud', 'Salesforce Platform', 'Salesforce Essentials', 'Quip', 'Heroku', 'Experience Cloud', 'セールスフォース・ドットコム', '【BOXILEXPO】セールスフォース・ドットコム_Pardot']"
Benefitter,伊藤忠テクノソリューションズ株式会社,IT/通信/インターネット系,東京都東京都港区虎ノ門4-1-1　神谷町トラストタワー10階,"21,763百万円",柘植　一郎,1000人以上,https://www.ctc-g.co.jp/,1979年7月,[]
Rebot,株式会社Resola,IT/通信/インターネット系,東京都港区芝浦４−４−３４ コトヒラビルディング7F-B,1000万円,奥田 栄司,2～10人,,2016年2月,[]
LoBoT,ピーシーフェーズ株式会社,IT/通信/インターネット系,東京都渋谷区神宮前6-19-20 第15荒井ビル2F,"190,620,000円",吉田 和弘,51～100人,https://www.pcp.co.jp/,1998年10月,"['Vmail', 'Vcampaign', 'shouin＋']"
ビズリンクチャット応対ソリューション,エヌ・ティ・ティ・ビズリンク株式会社,IT/通信/インターネット系,東京都文京区小石川1-4-1　住友不動産後楽園ビル,24.5億円（資本金：1億円）,大井　貴,201～300人,,2011年7月,['ビズリンククラウドCTI']
AI Messenger,株式会社ＡＩ　Ｓｈｉｆｔ,IT/通信/インターネット系,東京都渋谷区渋谷２丁目２４番１２号,,,11～30人,,,[]
COTOHA Chat & FAQ,エヌ・ティ・ティ・コミュニケーションズ株式会社,IT/通信/インターネット系,東京都千代田区大手町２－３－１　大手町プレイスウエストタワー,"2,309億円",丸岡 亨,1000人以上,,1999年7月,"['Box／Box over VPN', 'Biz安否確認／一斉通報', 'Bizストレージ ファイルシェア', 'WinActor', 'COTOHA Meeting Assist', 'Menlo Security', 'Menlo Security', 'SmartGo Staple']"
hachidori Marketing,ｈａｃｈｉｄｏｒｉ株式会社,IT/通信/インターネット系,東京都千代田区神田錦町３－１７　廣瀬ビル７階,,伴　貴史,11～30人,https://hachidoriinc.com/,2015年5月,['hachidori assistant']
Challbo,株式会社コラボス,IT/通信/インターネット系,東京都墨田区押上1-1-2,,茂木貴雄,51～100人,,2001年10月,"['COLLABOS PHONE', 'CollasQ']"
hachidori assistant,ｈａｃｈｉｄｏｒｉ株式会社,IT/通信/インターネット系,東京都千代田区神田錦町３－１７　廣瀬ビル７階,,伴　貴史,11～30人,https://hachidoriinc.com/,2015年5月,['hachidori Marketing']
sAI Chat,,,,,,,,,
Support Chatbot,,,,,,,,,
hitobo,,,,,,,,,
AI.BiS,,,,,,,,,
IZANAI by Cloud CIRCUS,クラウドサーカス株式会社,IT/通信/インターネット系,東京都新宿区西新宿２－３－１　新宿モノリス１９階,,,201～300人,https://www.startialab.co.jp/,,"['BowNow by Cloud CIRCUS', 'AppGoose by Cloud CIRCUS', 'Plusdb by Cloud CIRCUS', 'BlueMonkey by Cloud CIRCUS', 'Fullstar by Cloud CIRCUS']"
